"id","submitdate","lastpage","startlanguage","INSTRUKCJA","DUZYLOTEK","MULTILOTEK","MULTIMULTI","PRIMHARMPRIMSCENARIO","PRIMHARMPRIMSUWAK[1]","PRIMHARMPRIMSUWAK[2]","PRIMHARMPRIMSUWAK[3]","PRIMHARMPRIMSUWAK[4]","PRIMHARMPRIMSUWAK[5]","PRIMHARMBISSCENARIO","PRIMHARMPRIMSUWAKI[1]","PRIMHARMPRIMSUWAKI[2]","PRIMHARMPRIMSUWAKI[3]","PRIMHARMPRIMSUWAKI[4]","PRIMHARMPRIMSUWAKI[5]","PRIMHELPPRIMSCENARIO","PRIMHELPPRIMSUWAKI[1]","PRIMHELPPRIMSUWAKI[2]","PRIMHELPPRIMSUWAKI[3]","PRIMHELPPRIMSUWAKI[4]","PRIMHELPPRIMSUWAKI[5]","PRIMHELPBISSCENARIO","PRIMHELPBISSUWAKI[1]","PRIMHELPBISSUWAKI[2]","PRIMHELPBISSUWAKI[3]","PRIMHELPBISSUWAKI[4]","PRIMHELPBISSUWAKI[5]","r892q16","r892q17[1]","r892q17[2]","r892q17[3]","r892q17[4]","r892q17[5]","r892q18","r892q19[1]","r892q19[2]","r892q19[3]","r892q19[4]","r892q19[5]","r892q20","r892q21[1]","r892q21[2]","r892q21[3]","r892q21[4]","r892q21[5]","r892q22","r892q23[1]","r892q23[2]","r892q23[3]","r892q23[4]","r892q23[5]","r892q0","AGENCYHARMPRIM[1]","AGENCYHARMPRIM[2]","AGENCYHARMPRIM[3]","AGENCYHARMPRIM[4]","AGENCYHARMPRIM[5]","r892q1","AGENCYHARMBIS[1]","AGENCYHARMBIS[2]","AGENCYHARMBIS[3]","AGENCYHARMBIS[4]","AGENCYHARMBIS[5]","r892q2","AGENCYHELPPRIM[1]","AGENCYHELPPRIM[2]","AGENCYHELPPRIM[3]","AGENCYHELPPRIM[4]","AGENCYHELPPRIM[5]","r892q3","AGENCYHELPBIS[1]","AGENCYHELPBIS[2]","AGENCYHELPBIS[3]","AGENCYHELPBIS[4]","AGENCYHELPBIS[5]","r892q8","r892q9[1]","r892q9[2]","r892q9[3]","r892q9[4]","r892q9[5]","r892q10","r892q11[1]","r892q11[2]","r892q11[3]","r892q11[4]","r892q11[5]","r892q12","r892q13[1]","r892q13[2]","r892q13[3]","r892q13[4]","r892q13[5]","r892q14","r892q15[1]","r892q15[2]","r892q15[3]","r892q15[4]","r892q15[5]","r892q4","BISHARMPRIMSUWAKI[1]","BISHARMPRIMSUWAKI[2]","BISHARMPRIMSUWAKI[3]","BISHARMPRIMSUWAKI[4]","BISHARMPRIMSUWAKI[5]","r892q5","BISHARMBISSUWAKI[1]","BISHARMBISSUWAKI[2]","BISHARMBISSUWAKI[3]","BISHARMBISSUWAKI[4]","BISHARMBISSUWAKI[5]","r892q6","BISHELPPRIMSUWAKI[1]","BISHELPPRIMSUWAKI[2]","BISHELPPRIMSUWAKI[3]","BISHELPPRIMSUWAKI[4]","BISHELPPRIMSUWAKI[5]","r892q7","BISHELPBISSUWAKI[1]","BISHELPBISSUWAKI[2]","BISHELPBISSUWAKI[3]","BISHELPBISSUWAKI[4]","BISHELPBISSUWAKI[5]","INTHARMPRIM1","INTHARMBIS","INTHELPPRIM","INTHELPBIS","INTHARMPRIM2","INTHARMBIS2","INTHELPPRIM2","INTHELPBIS2","KRUKIWRONY","PRIMKRUKIWRONYSUWAKI[1]","PRIMKRUKIWRONYSUWAKI[2]","PRIMKRUKIWRONYSUWAKI[3]","PRIMKRUKIWRONYSUWAKI[4]","PRIMKRUKIWRONYSUWAKI[5]","BISKRUKIWRONY","BISKRUKIWRONYSUWAKI[1]","BISKRUKIWRONYSUWAKI[2]","BISKRUKIWRONYSUWAKI[3]","BISKRUKIWRONYSUWAKI[4]","BISKRUKIWRONYSUWAKI[5]","PRIMNOTKRUKIWRONY","PRIMNOTKRUKIWRONYSUW[1]","PRIMNOTKRUKIWRONYSUW[2]","PRIMNOTKRUKIWRONYSUW[3]","PRIMNOTKRUKIWRONYSUW[4]","PRIMNOTKRUKIWRONYSUW[5]","BISNOTKRUKIWRONY","BISNOTKRUKIWRONYSUWA[1]","BISNOTKRUKIWRONYSUWA[2]","BISNOTKRUKIWRONYSUWA[3]","BISNOTKRUKIWRONYSUWA[4]","BISNOTKRUKIWRONYSUWA[5]","AGENCYKRUKIWRONY","AGENCYKRUKIWRONYPYT[1]","AGENCYKRUKIWRONYPYT[2]","AGENCYKRUKIWRONYPYT[3]","AGENCYKRUKIWRONYPYT[4]","AGENCYKRUKIWRONYPYT[5]","AGENCYNOTKRUKIWRONY","AGENCYNOTKRUKIWRONNY[1]","AGENCYNOTKRUKIWRONNY[2]","AGENCYNOTKRUKIWRONNY[3]","AGENCYNOTKRUKIWRONNY[4]","AGENCYNOTKRUKIWRONNY[5]","r892q24","r892q25[1]","r892q25[2]","r892q25[3]","r892q25[4]","r892q25[5]","r892q26","r892q27[1]","r892q27[2]","r892q27[3]","r892q27[4]","r892q27[5]","r892q28","r892q29[1]","r892q29[2]","r892q29[3]","r892q29[4]","r892q29[5]","r892q31","r892q30[1]","r892q30[2]","r892q30[3]","r892q30[4]","r892q30[5]","INTENCJONALNIEKW1","INTENCJONALNIEKW2","INTNOTKW1","INTNOTKW2","G","Y","E","E[other]","F"
"132","1980-01-01 00:00:00","45","pl","","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nie zgadzam się.","Zgadzam się.","Zgadzam się.","Zgadzam się.","Zgadzam się.","","","","","","","","","","","","","","","","","","","","1","2","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","Nie","N/A","N/A","N/A","Tak","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","Kobieta","1970.0000000000","Średnie","","Nie"
"133","1980-01-01 00:00:00","45","pl","","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Zgadzam się.","Zgadzam się.","Zgadzam się.","Zgadzam się.","Zgadzam się.","","","","","","","","","","","","","","","","","","","","4","4","4","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","Tak","N/A","N/A","N/A","Tak","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","Kobieta","1992.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie"
"134","1980-01-01 00:00:00","45","pl","","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nie zgadzam się.","Nie zgadzam się.","Nie zgadzam się.","Nie zgadzam się.","Nie zgadzam się.","","","","","","","","","","","","","","","","","","","","0","0","4","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","Nie","N/A","N/A","N/A","Nie","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","Mężczyzna","1986.0000000000","Wyższe (licencjat, magister, inżynier)","","Tak"
"135","1980-01-01 00:00:00","45","pl","","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","3","2","0","","","","","","","","","","","","","","","","","","","","Zgadzam się.","Zgadzam się.","Nie zgadzam się.","Nie zgadzam się.","Nie zgadzam się.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","Tak","N/A","N/A","N/A","Nie","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","Mężczyzna","1987.0000000000","Średnie","","Nie"
"137","1980-01-01 00:00:00","45","pl","","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nie zgadzam się.","Zgadzam się.","Zgadzam się.","Zgadzam się.","Nie zgadzam się.","","","","","","","","","","","","","","","","","","","","4","4","3","4","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","Nie","N/A","N/A","N/A","Nie","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","Kobieta","1986.0000000000","Wyższe (licencjat, magister, inżynier)","","Tak"
"138","1980-01-01 00:00:00","45","pl","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nie zgadzam się.","Nie zgadzam się.","Nie zgadzam się.","Nie zgadzam się.","Nie zgadzam się.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","N/A","Tak","N/A","N/A","N/A","Tak","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","Kobieta","1992.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie"
"139","1980-01-01 00:00:00","45","pl","","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Zgadzam się.","Nie zgadzam się.","Zgadzam się.","Zgadzam się.","Zgadzam się.","","","","","","","","","","","","","","","","","","","","2","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","Tak","N/A","N/A","N/A","Tak","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","Mężczyzna","1993.0000000000","Średnie","","Nie"
"140","1980-01-01 00:00:00","45","pl","","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","Zgadzam się.","Zgadzam się.","Zgadzam się.","Zgadzam się.","Zgadzam się.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","Tak","N/A","N/A","N/A","Tak","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","Kobieta","1977.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie"
"141","1980-01-01 00:00:00","45","pl","","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","2","4","4","","","","","","","","","","","","","","","","","","","","Nie zgadzam się.","Nie zgadzam się.","Nie zgadzam się.","Nie zgadzam się.","Zgadzam się.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","Tak","N/A","N/A","N/A","Tak","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","Kobieta","1993.0000000000","Średnie","","Nie"
"144","1980-01-01 00:00:00","45","pl","","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nie zgadzam się.","Zgadzam się.","Zgadzam się.","Nie zgadzam się.","Zgadzam się.","","","","","","","","","","","","","","","","","","","","0","2","2","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","Tak","N/A","N/A","N/A","Tak","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","Kobieta","1980.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie"
"145","1980-01-01 00:00:00","45","pl","","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nie zgadzam się.","Nie zgadzam się.","Nie zgadzam się.","Zgadzam się.","Zgadzam się.","","","","","","","","","","","","","","","","","","","","2","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","Nie","N/A","N/A","N/A","Tak","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","Kobieta","1991.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie"
"147","1980-01-01 00:00:00","45","pl","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nie zgadzam się.","Nie zgadzam się.","Nie zgadzam się.","Nie zgadzam się.","Zgadzam się.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","3","","","","","","","","","","","","","N/A","Nie","N/A","N/A","N/A","Tak","N/A","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","Mężczyzna","1988.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie"

